Time           CRC Message
20 17:05:24.568 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 78 52 00 00 00 00 43 4F 61 8B 43 4F 61 8B 00 00 00 00 97 5F 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:25.089 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 6E 14 00 00 00 00 43 4F 58 AC 43 4F 58 AC 00 00 00 00 FF 29 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 57 0A 00 00 00 00 43 4F 44 B8 43 4F 44 B8 00 00 00 00 46 EB 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 47 AE 00 00 00 00 43 4F 37 6B 43 4F 37 6B 00 00 00 00 8D 0D 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 
20 17:05:25.650 B  5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 54 7B 00 00 00 00 43 4F 42 81 43 4F 42 81 00 00 00 00 80 C9 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 68 F6 00 00 00 00 43 4F 54 3D 43 4F 54 3D 00 00 00 00 6B 8E 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 87 AE 00 00 00 00 43 4F 6E D8 43 4F 6E D8 00 00 00 00 4A 7B 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 
20 17:05:25.708 B  00 00 5E F1 
20 17:05:25.897 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 85 1F 00 00 00 00 43 4F 6C A0 43 4F 6C A0 00 00 00 00 CD 94 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:26.418 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 87 AE 00 00 00 00 43 4F 6E D8 43 4F 6E D8 00 00 00 00 4A 7B 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 97 0A 00 00 00 00 43 4F 7C 25 43 4F 7C 25 00 00 00 00 E6 30 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 99 9A 00 00 00 00 43 4F 7E 5D 43 4F 7E 5D 00 00 00 00 EA D6 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 
20 17:05:26.978 B  5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F A1 48 00 00 00 00 43 4F 85 03 43 4F 85 03 00 00 00 00 E3 21 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 94 7B 00 00 00 00 43 4F 79 EE 43 4F 79 EE 00 00 00 00 F4 9F 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F A1 48 00 00 00 00 43 4F 85 03 43 4F 85 03 00 00 00 00 E3 21 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 
20 17:05:27.036 B  00 00 5E F1 
20 17:05:27.227 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F B5 C3 00 00 00 00 43 4F 96 C0 43 4F 96 C0 00 00 00 00 43 D2 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:27.419 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F CA 3D 00 00 00 00 43 4F A8 7B 43 4F A8 7B 00 00 00 00 8D 76 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:27.939 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F D1 EC 00 00 00 00 43 4F AF 23 43 4F AF 23 00 00 00 00 FD 9F 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F CC CD 00 00 00 00 43 4F AA B4 43 4F AA B4 00 00 00 00 CC 01 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F C0 00 00 00 00 00 43 4F 9F 9E 43 4F 9F 9E 00 00 00 00 20 10 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 
20 17:05:28.500 B  5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F DC 29 00 00 00 00 43 4F B8 01 43 4F B8 01 00 00 00 00 E7 93 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F CC CD 00 00 00 00 43 4F AA B4 43 4F AA B4 00 00 00 00 CC 01 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F BD 71 00 00 00 00 43 4F 9D 66 43 4F 9D 66 00 00 00 00 BE 17 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 
20 17:05:28.558 B  00 00 5E F1 
20 17:05:28.748 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F B5 C3 00 00 00 00 43 4F 96 C0 43 4F 96 C0 00 00 00 00 43 D2 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:29.268 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F AE 14 00 00 00 00 43 4F 90 18 43 4F 90 18 00 00 00 00 E0 96 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F C5 1F 00 00 00 00 43 4F A4 0D 43 4F A4 0D 00 00 00 00 41 91 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F B0 A4 00 00 00 00 43 4F 92 51 43 4F 92 51 00 00 00 00 D5 2A 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 
20 17:05:29.829 B  5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 9C 29 00 00 00 00 43 4F 80 94 43 4F 80 94 00 00 00 00 E8 A1 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 99 9A 00 00 00 00 43 4F 7E 5D 43 4F 7E 5D 00 00 00 00 EA D6 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 8C CD 00 00 00 00 43 4F 73 47 43 4F 73 47 00 00 00 00 0A BB 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 
20 17:05:29.887 B  00 00 5E F1 
20 17:05:30.075 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 8F 5C 00 00 00 00 43 4F 75 7E 43 4F 75 7E 00 00 00 00 85 6F 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:30.269 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 7D 71 00 00 00 00 43 4F 65 FA 43 4F 65 FA 00 00 00 00 3A A0 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:30.789 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 73 33 00 00 00 00 43 4F 5D 1B 43 4F 5D 1B 00 00 00 00 35 10 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 9C 29 00 00 00 00 43 4F 80 94 43 4F 80 94 00 00 00 00 E8 A1 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 8A 3D 00 00 00 00 43 4F 71 0F 43 4F 71 0F 00 00 00 00 B8 24 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 
20 17:05:31.350 B  5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 7D 71 00 00 00 00 43 4F 65 FA 43 4F 65 FA 00 00 00 00 3A A0 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 8F 5C 00 00 00 00 43 4F 75 7E 43 4F 75 7E 00 00 00 00 85 6F 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 8A 3D 00 00 00 00 43 4F 71 0F 43 4F 71 0F 00 00 00 00 B8 24 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 
20 17:05:31.408 B  00 00 5E F1 
20 17:05:31.598 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 8A 3D 00 00 00 00 43 4F 71 0F 43 4F 71 0F 00 00 00 00 B8 24 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:32.118 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 8A 3D 00 00 00 00 43 4F 71 0F 43 4F 71 0F 00 00 00 00 B8 24 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 9E B8 00 00 00 00 43 4F 82 CB 43 4F 82 CB 00 00 00 00 FD 72 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F BD 71 00 00 00 00 43 4F 9D 66 43 4F 9D 66 00 00 00 00 BE 17 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 
20 17:05:32.678 B  5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F C5 1F 00 00 00 00 43 4F A4 0D 43 4F A4 0D 00 00 00 00 41 91 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F C0 00 00 00 00 00 43 4F 9F 9E 43 4F 9F 9E 00 00 00 00 20 10 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F B0 A4 00 00 00 00 43 4F 92 51 43 4F 92 51 00 00 00 00 D5 2A 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 
20 17:05:32.926 B  00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 9C 29 00 00 00 00 43 4F 80 94 43 4F 80 94 00 00 00 00 E8 A1 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:33.118 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 85 1F 00 00 00 00 43 4F 6C A0 43 4F 6C A0 00 00 00 00 CD 94 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:33.638 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 7D 71 00 00 00 00 43 4F 65 FA 43 4F 65 FA 00 00 00 00 3A A0 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 75 C3 00 00 00 00 43 4F 5F 53 43 4F 5F 53 00 00 00 00 87 8F 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 91 EC 00 00 00 00 43 4F 77 B6 43 4F 77 B6 00 00 00 00 E0 9B 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 
20 17:05:34.199 B  5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 9C 29 00 00 00 00 43 4F 80 94 43 4F 80 94 00 00 00 00 E8 A1 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F A6 66 00 00 00 00 43 4F 89 72 43 4F 89 72 00 00 00 00 FB 57 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F A8 F6 00 00 00 00 43 4F 8B AA 43 4F 8B AA 00 00 00 00 8F AF 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 
20 17:05:34.258 B  00 00 5E F1 
20 17:05:34.447 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F A8 F6 00 00 00 00 43 4F 8B AA 43 4F 8B AA 00 00 00 00 8F AF 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:34.639 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F A1 48 00 00 00 00 43 4F 85 03 43 4F 85 03 00 00 00 00 E3 21 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:35.160 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 99 9A 00 00 00 00 43 4F 7E 5D 43 4F 7E 5D 00 00 00 00 EA D6 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 9E B8 00 00 00 00 43 4F 82 CB 43 4F 82 CB 00 00 00 00 FD 72 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 99 9A 00 00 00 00 43 4F 7E 5D 43 4F 7E 5D 00 00 00 00 EA D6 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 
20 17:05:35.719 B  5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 9E B8 00 00 00 00 43 4F 82 CB 43 4F 82 CB 00 00 00 00 FD 72 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F B3 33 00 00 00 00 43 4F 94 88 43 4F 94 88 00 00 00 00 F1 4D 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F B5 C3 00 00 00 00 43 4F 96 C0 43 4F 96 C0 00 00 00 00 43 D2 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 
20 17:05:35.777 B  00 00 5E F1 
20 17:05:35.968 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F AB 85 00 00 00 00 43 4F 8D E1 43 4F 8D E1 00 00 00 00 AC 44 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:36.488 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 9E B8 00 00 00 00 43 4F 82 CB 43 4F 82 CB 00 00 00 00 FD 72 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F A3 D7 00 00 00 00 43 4F 87 3B 43 4F 87 3B 00 00 00 00 29 6B 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 91 EC 00 00 00 00 43 4F 77 B6 43 4F 77 B6 00 00 00 00 E0 9B 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 
20 17:05:37.048 B  5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 80 00 00 00 00 00 43 4F 68 31 43 4F 68 31 00 00 00 00 F9 75 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 6E 14 00 00 00 00 43 4F 58 AC 43 4F 58 AC 00 00 00 00 FF 29 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 68 F6 00 00 00 00 43 4F 54 3D 43 4F 54 3D 00 00 00 00 6B 8E 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 
20 17:05:37.106 B  00 00 5E F1 
20 17:05:37.296 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 85 1F 00 00 00 00 43 4F 6C A0 43 4F 6C A0 00 00 00 00 CD 94 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:37.488 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 99 9A 00 00 00 00 43 4F 7E 5D 43 4F 7E 5D 00 00 00 00 EA D6 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
20 17:05:38.008 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 8F 5C 00 00 00 00 43 4F 75 7E 43 4F 75 7E 00 00 00 00 85 6F 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 8C CD 00 00 00 00 43 4F 73 47 43 4F 73 47 00 00 00 00 0A BB 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 8F 5C 00 00 00 00 43 4F 75 7E 43 4F 75 7E 00 00 00 00 85 6F 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 
20 17:05:38.065 B  5E F1 
20 17:05:38.257 B  01 03 00 08 00 14 C4 07 01 03 28 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 6F 94 7B 00 00 00 00 43 4F 79 EE 43 4F 79 EE 00 00 00 00 F4 9F 01 03 00 38 00 0A 44 00 01 03 14 00 00 00 00 00 00 00 00 3F 80 00 00 00 00 00 00 00 00 00 00 5E F1 
